rxn_IDs	rxnNames	slope	grRules	rxn_formula
r_1050_EXP_2	transketolase 2	0.0140163910098	YPR074C	D-erythrose 4-phosphate[c] + D-xylulose 5-phosphate[c] + 0.29713 prot_P23254[c] => D-fructose 6-phosphate[c] + glyceraldehyde 3-phosphate[c]
r_2117	phenylalanine transaminase	0.0124201603871039	YHR137W	L-phenylalanine[c] + pyruvate[c] + 0.0255 prot_P38840[c] => keto-phenylpyruvate[c] + L-alanine[c]
r_0476	glutamine synthetase	0.0111701159255698	YPR035W	ammonium[c] + ATP[c] + L-glutamate[c] + 0.31122 prot_P32288[c] => ADP[c] + H+[c] + L-glutamine[c] + phosphate[c]
r_0800	nucleoside diphosphate kinase	0.0100438087940699	YKL067W	ATP[c] + GDP[c] + 0.00025207 prot_P36010[c] => ADP[c] + GTP[c]
r_1088_REV	valine transaminase, mitochondiral (reversible)	0.00984681887347085	YHR208W	3-methyl-2-oxobutanoate[m] + L-glutamate[m] + 0.0057725 prot_P38891[c] => 2-oxoglutarate[m] + L-valine[m]
r_0005_EXP_3	1,3-beta-glucan synthase	0.00890498823689639	YPR165W and YMR306W	UDP-D-glucose[c] + 2.321 prot_Q04952[c] + 0.25899 prot_P06780[c] => (1->3)-beta-D-glucan[ce] + H+[c] + UDP[c]
r_0361	dolichyl-phosphate D-mannosyltransferase	0.00845801599403461	YPR183W	dolichyl phosphate[c] + GDP-alpha-D-mannose[c] + 0.018101 prot_P14020[c] => dolichyl D-mannosyl phosphate[er] + GDP[c] + H+[c]
r_0362_EXP_2	dolichyl-phosphate-mannose--protein mannosyltransferase	0.00845801599403461	YDL093W	dolichyl D-mannosyl phosphate[er] + 0.33214 prot_P52867[c] => dolichyl phosphate[er] + mannan[er]
r_0722	mannose-1-phosphate guanylyltransferase	0.00845801599403461	YDL055C	D-mannose 1-phosphate[c] + GTP[c] + H+[c] + 0.53037 prot_P41940[c] => diphosphate[c] + GDP-alpha-D-mannose[c]
r_0723_REV	mannose-6-phosphate isomerase (reversible)	0.00845801599403461	YER003C	D-fructose 6-phosphate[c] + 1.5455 prot_P29952[c] => D-mannose 6-phosphate[c]
r_0902_REV	phosphomannomutase (reversible)	0.00845801599403461	YFL045C	D-mannose 6-phosphate[c] + 1.3345 prot_P07283[c] => D-mannose 1-phosphate[c]
r_0096	acetohydroxy acid isomeroreductase	0.00776595712933065	YLR355C	2-acetyllactic acid[m] + H+[m] + NADPH[m] + 0.67347 prot_P06168[c] => (R)-2,3-dihydroxy-3-methylbutanoate[m] + NADP(+)[m]
r_0097_EXP_2	acetolactate synthase	0.00776595712933065	YMR108W	H+[m] + 2 pyruvate[m] + 0.062796 prot_P07342[c] => 2-acetyllactic acid[m] + carbon dioxide[m]
r_0352	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)	0.00776595712933065	YJR016C	(R)-2,3-dihydroxy-3-methylbutanoate[m] + 0.42359 prot_P39522[c] => 3-methyl-2-oxobutanoate[m] + H2O[m]
r_0891_EXP_1	phosphoglycerate dehydrogenase	0.00728704189457648	YER081W	3-phosphonato-D-glycerate(3-)[c] + NAD[c] + 0.026364 prot_P40054[c] => 3-phospho-hydroxypyruvate[c] + H+[c] + NADH[c]
r_0918	phosphoserine transaminase	0.00728704189457648	YOR184W	3-phospho-hydroxypyruvate[c] + L-glutamate[c] + 5.0608 prot_P33330[c] => 2-oxoglutarate[c] + 3-phospho-serine[c]
r_0917	phosphoserine phosphatase (L-serine)	0.00728704189457648	YGR208W	3-phospho-serine[c] + H2O[c] + 0.0032594 prot_P42941[c] => L-serine[c] + phosphate[c]
r_4570_REV_EXP_1	phosphoglycerate dehydrogenase (reversible)	0.00658864986112566	YIL074C	2-oxoglutarate[c] + H+[c] + NADH[c] + 0.002302 prot_P40510[c] => NAD[c] + 2-hydroxyglutarate[c]
r_0157	alanyl-tRNA synthetase	0.00634932386312925	YOR335C	ATP[c] + L-alanine[c] + tRNA(Ala)[c] + 0.091574 prot_P40825[c] => Ala-tRNA(Ala)[c] + AMP[c] + diphosphate[c]
r_0024_EXP_1	2-isopropylmalate synthase	0.00618502464196353	YNL104C	3-methyl-2-oxobutanoate[c] + acetyl-CoA[c] + H2O[c] + 0.95731 prot_P06208[c] => 2-isopropylmalate[c] + coenzyme A[c] + H+[c]
r_1087	valine transaminase	0.00618502464196353	YJR148W	2-oxoglutarate[c] + L-valine[c] + 0.0054601 prot_P47176[c] => 3-methyl-2-oxobutanoate[c] + L-glutamate[c]
r_0502	glycine hydroxymethyltransferase	0.00581666940531246	YLR058C	L-serine[c] + THF[c] + 0.017869 prot_P37291[c] => 5,10-methylenetetrahydrofolate[c] + H2O[c] + L-glycine[c]
r_0042_EXP_2	3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	0.00562660978312304	YDR035W	D-erythrose 4-phosphate[c] + H2O[c] + phosphoenolpyruvate[c] + 0.0081818 prot_P14843[c] => 7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[c] + phosphate[c]
r_0032	3',5'-bisphosphate nucleotidase	0.0048078113362568	YOL064C	adenosine 3',5'-bismonophosphate[c] + H2O[c] + 4.5008 prot_P32179[c] => AMP[c] + phosphate[c]
r_0510_EXP_2	glycogen (starch) synthase	0.00429972840309813	YFR015C and YKR058W	UDP-D-glucose[c] + 0.0085814 prot_P23337[c] + 0.0074317 prot_P36143[c] => glycogen[c] + H+[c] + UDP[c]
r_0479	glutamyl-tRNA synthetase	0.00417660434134489	YGL245W	ATP[c] + L-glutamate[c] + tRNA(Glu)[c] + 4.2164 prot_P46655[c] => AMP[c] + diphosphate[c] + Glu-tRNA(Glu)[c]
r_0220	Aspartyl-tRNA synthetase	0.00411709675105645	YLL018C	ATP[c] + L-aspartate[c] + tRNA(Asp)[c] + 1.2987 prot_P04802[c] => AMP[c] + Asp-tRNA(Asp)[c] + diphosphate[c]
r_0023_REV	2-isopropylmalate hydratase (reversible)	0.00410187382157329	YGL009C	2-isopropylmalate[c] + 9.656 prot_P07264[c] => 2-isopropylmaleic acid[c] + H2O[c]
r_0060_REV	3-isopropylmalate dehydratase (reversible)	0.00410187382157329	YGL009C	2-isopropylmaleic acid[c] + H2O[c] + 4.4058 prot_P07264[c] => (2R,3S)-3-isopropylmalate[c]
r_0061	3-isopropylmalate dehydrogenase	0.00410187382157329	YCL018W	(2R,3S)-3-isopropylmalate[c] + NAD[c] + 0.13104 prot_P04173[c] => (2S)-2-isopropyl-3-oxosuccinate[c] + H+[c] + NADH[c]
r_0701	leucyl-tRNA synthetase	0.00410187382157328	YPL160W	ATP[c] + L-leucine[c] + tRNA(Leu)[c] + 0.29043 prot_P26637[c] => AMP[c] + diphosphate[c] + Leu-tRNA(Leu)[c]
r_0699_REV	leucine transaminase (reversible)	0.00410187382157328	YJR148W	4-methyl-2-oxopentanoate[c] + L-glutamate[c] + 0.25907 prot_P47176[c] => 2-oxoglutarate[c] + L-leucine[c]
r_0738	mevalonate kinase (UTP)	0.00401960702698069	YMR208W	(R)-mevalonate[c] + UTP[c] + 0.047136 prot_P07277[c] => (R)-5-phosphomevalonic acid[c] + H+[c] + UDP[c]
r_0512_EXP_2	glycyl-tRNA synthetase	0.00401883977323803	YPR081C	ATP[c] + L-glycine[c] + tRNA(Gly)[c] + 1.2407 prot_Q06817[c] => AMP[c] + diphosphate[c] + Gly-tRNA(Gly)[c]
r_4680_EXP_2	alcohol acyltransferase (propionyl-CoA)	0.00401615543543261	YPL095C	ethanol[m] + propionyl-CoA[m] + 1.3854 prot_Q02891[c] => coenzyme A[m] + ethyl propionate[m]
r_0156	alanine glyoxylate aminotransferase	0.00401551682385521	YFL030W	glyoxylate[c] + L-alanine[c] + 0.057858 prot_P43567[c] => L-glycine[c] + pyruvate[c]
r_0334	dephospho-CoA kinase	0.0040153963461648	YDR196C	3'-dephospho-CoA[m] + ATP[m] + 46.8907 prot_Q03941[c] => ADP[m] + coenzyme A[m] + H+[m]
r_0119	acyl carrier protein synthase	0.00401252218118195	YPL148C	coenzyme A[m] + H2O[m] + 0.90071 prot_Q12036[c] => adenosine 3',5'-bismonophosphate[m] + 2 H+[m] + pantetheine 4'-phosphate[m]
r_0916_EXP_1	phosphoribosylpyrophosphate synthetase	0.0039829128720241	YKL181W and YER099C	ATP[c] + ribose-5-phosphate[c] + 2.2264 prot_P38620[c] + 3.013 prot_P32895[c] => AMP[c] + H+[c] + PRPP[c]
r_1838_EXP_1	homocitrate synthase	0.00396071589816	YDL131W	2-oxoglutarate[m] + acetyl-CoA[m] + H2O[m] + 12.6868 prot_Q12122[c] => coenzyme A[m] + H+[m] + homocitrate[m]
r_0027	2-methylcitrate dehydratase	0.00396071589816	YDR234W	homocitrate[m] + 14.7876 prot_P49367[c] => but-1-ene-1,2,4-tricarboxylic acid[m] + H2O[m]
r_0542_EXP_1	homoacontinate hydratase	0.00396071589816	YJL200C	but-1-ene-1,2,4-tricarboxylic acid[m] + H2O[m] + 4.018 prot_P39533[c] => homoisocitrate[m]
r_0545	homoisocitrate dehydrogenase	0.00396071589815999	YIL094C	homoisocitrate[m] + NAD[m] + 2.0568 prot_P40495[c] => 2-oxoadipic acid[m] + carbon dioxide[m] + NADH[m]
r_0018_EXP_1	2-aminoadipate transaminase	0.00396071589815999	YER152C	2-oxoadipic acid[c] + L-glutamate[c] + 0.00051332 prot_P10356[c] => 2-oxoglutarate[c] + L-2-aminoadipate[c]
r_0678	L-aminoadipate-semialdehyde dehydrogenase (NADPH)	0.00396071589815999	YBR115C and YGL154C	ATP[c] + H+[c] + L-2-aminoadipate[c] + NADPH[c] + 2.4036 prot_P07702[c] + 0.47474 prot_P50113[c] => AMP[c] + diphosphate[c] + L-allysine[c] + NADP(+)[c]
r_0988	saccharopine dehydrogenase (NAD, L-lysine forming)	0.00396071589815999	YIR034C	H2O[c] + L-saccharopine[c] + NAD[c] + 0.27884 prot_P38998[c] => 2-oxoglutarate[c] + H+[c] + L-lysine[c] + NADH[c]
r_0989	saccharopine dehydrogenase (NADP, L-glutamate forming)	0.00396071589815999	YNR050C	H+[c] + L-allysine[c] + L-glutamate[c] + NADPH[c] + 0.099857 prot_P38999[c] => H2O[c] + L-saccharopine[c] + NADP(+)[c]
