rxn_IDs	rxnNames	slope	grRules	rxn_formula
r_0003_REV	(R,R)-butanediol dehydrogenase (reversible)	1	YAL060W	(R)-acetoin[c] + H+[c] + NADH[c] + 0.48108 prot_pool[c] => (R,R)-2,3-butanediol[c] + NAD[c]
r_0960_EXP_2	pyruvate decarboxylase (acetoin-forming)	1	YLR044C	acetaldehyde[c] + H+[c] + pyruvate[c] + 0.11781 prot_pool[c] => (R)-acetoin[c] + carbon dioxide[c]
r_0714_REV	malate dehydrogenase, cytoplasmic (reversible)	0.0369493979406164	YOL126C	H+[c] + NADH[c] + oxaloacetate[c] + 1.1913e-05 prot_pool[c] => (S)-malate[c] + NAD[c]
r_0811	nucleoside-diphosphate kinase (ATP:UDP)	0.0299951816962377	YKL067W	ATP[c] + UDP[c] + 0.0015988 prot_pool[c] => ADP[c] + UTP[c]
r_0300_EXP_1	citrate synthase	0.0293684322406351	YNR001C	acetyl-CoA[m] + H2O[m] + oxaloacetate[m] + 0.1049 prot_pool[c] => citrate[m] + coenzyme A[m] + H+[m]
r_0713	malate dehydrogenase	0.027064263673502	YKL085W	(S)-malate[m] + NAD[m] + 0.05201 prot_pool[c] => H+[m] + NADH[m] + oxaloacetate[m]
r_0888_EXP_1	phosphoglucomutase	0.0250207055343712	YMR105C	D-glucose 6-phosphate[c] + 0.08151 prot_pool[c] => D-glucose 1-phosphate[c]
r_1084_EXP_1	UTP-glucose-1-phosphate uridylyltransferase	0.0250207055343712	YHL012W	D-glucose 1-phosphate[c] + H+[c] + UTP[c] + 0.42411 prot_pool[c] => diphosphate[c] + UDP-D-glucose[c]
r_0109	acetyl-CoA carboxylase, reaction	0.0200222496622385	YDL141W and YNR016C	acetyl-CoA[c] + ATP[c] + bicarbonate[c] + 4.4884 prot_pool[c] => ADP[c] + H+[c] + malonyl-CoA[c] + phosphate[c]
r_0851_REV	phenylalanine transaminase (reversible)	0.0171308578758713	YGL202W	keto-phenylpyruvate[c] + L-glutamate[c] + 0.014144 prot_pool[c] => 2-oxoglutarate[c] + L-phenylalanine[c]
r_0476	glutamine synthetase	0.0156791991587787	YPR035W	ammonium[c] + ATP[c] + L-glutamate[c] + 0.31122 prot_pool[c] => ADP[c] + H+[c] + L-glutamine[c] + phosphate[c]
r_2117	phenylalanine transaminase	0.014529794939822	YHR137W	L-phenylalanine[c] + pyruvate[c] + 0.0255 prot_pool[c] => keto-phenylpyruvate[c] + L-alanine[c]
r_0800	nucleoside diphosphate kinase	0.0140982313383577	YKL067W	ATP[c] + GDP[c] + 0.00025207 prot_pool[c] => ADP[c] + GTP[c]
r_0005_EXP_3	1,3-beta-glucan synthase	0.0124996987500677	YPR165W and YMR306W	UDP-D-glucose[c] + 2.58 prot_pool[c] => (1->3)-beta-D-glucan[ce] + H+[c] + UDP[c]
r_0361	dolichyl-phosphate D-mannosyltransferase	0.0118722955197899	YPR183W	dolichyl phosphate[c] + GDP-alpha-D-mannose[c] + 0.018101 prot_pool[c] => dolichyl D-mannosyl phosphate[er] + GDP[c] + H+[c]
r_0362_EXP_2	dolichyl-phosphate-mannose--protein mannosyltransferase	0.0118722955197899	YDL093W	dolichyl D-mannosyl phosphate[er] + 0.33214 prot_pool[c] => dolichyl phosphate[er] + mannan[er]
r_0722	mannose-1-phosphate guanylyltransferase	0.0118722955197899	YDL055C	D-mannose 1-phosphate[c] + GTP[c] + H+[c] + 0.53037 prot_pool[c] => diphosphate[c] + GDP-alpha-D-mannose[c]
r_0723_REV	mannose-6-phosphate isomerase (reversible)	0.0118722955197899	YER003C	D-fructose 6-phosphate[c] + 1.5455 prot_pool[c] => D-mannose 6-phosphate[c]
r_0902_REV	phosphomannomutase (reversible)	0.0118722955197899	YFL045C	D-mannose 6-phosphate[c] + 1.3345 prot_pool[c] => D-mannose 1-phosphate[c]
r_0096	acetohydroxy acid isomeroreductase	0.0109008706177029	YLR355C	2-acetyllactic acid[m] + H+[m] + NADPH[m] + 0.67347 prot_pool[c] => (R)-2,3-dihydroxy-3-methylbutanoate[m] + NADP(+)[m]
r_0097_EXP_2	acetolactate synthase	0.0109008706177029	YMR108W	H+[m] + 2 pyruvate[m] + 0.062796 prot_pool[c] => 2-acetyllactic acid[m] + carbon dioxide[m]
