6-Phospho-5-dehydro-2-deoxy-D-gluconate	C(C(C(C(=O)COP(=O)(O)O)O)O)C(=O)O	OLUPOJQIFXQXIT-CVYQJGLWSA-K
6-Phospho-D-gluconate	O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]	BIRSGZKFKXLSJQ-SQOUGZDYSA-K
6-hydroxymethyl dihydropterin	Nc1nc2c(c(=O)[nH]1)N=C(CO)CN2	CQQNNQTXUGLUEV-UHFFFAOYSA-N
6-hydroxymethyl-dihydropterin pyrophosphate	Nc1nc2c(c(=O)[nH]1)N=C(COP(=O)([O-])OP(=O)([O-])[O-])CN2	FCQGJGLSOWZZON-UHFFFAOYSA-K
6-phospho-D-glucono-1,5-lactone	O=C1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@H]1O	IJOJIVNDFQSGAB-SQOUGZDYSA-L
7,8-Diaminononanoate	C[C@H]([NH3+])[C@H]([NH3+])CCCCCC(=O)[O-]	KCEGBPIYGIWCDH-JGVFFNPUSA-O
7,8-Dihydrofolate	Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)CN2	OZRNSSUDZOLUSN-LBPRGKRZSA-L
8-Amino-7-oxononanoate	CC(N)C(=O)CCCCCC(=O)O	GUAHPAJOXVYFON-UHFFFAOYSA-N
ADP	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O	XTWYTFMLZFPYCI-KQYNXXCUSA-K
ADPglucose	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O	WFPZSXYXPSUOPY-ROYWQJLOSA-L
ADPribose	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2OC(O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O	SRNWOUGRCWSEMX-TYASJMOZSA-N
