pairID,enzymeID,rxnID,rxnName,kcat,kcatMin,kcatMax,newKcat,foldChange,logFold
34,Q9X713,PANTS_EXP_1,pantothenate synthase,1.63515275128577,NaN,NaN,1.81376671478141,1.10923380910755,0.103669514918431
35,Q9X712,MOHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase,0.0679933488206774,NaN,NaN,0.0680218288690508,1.0004188652106,0.000418777511060202
37,Q9X4N0,ASP1DC,aspartate 1-decarboxylase,15.8460263246291,NaN,NaN,158.460263246291,10,2.30258509299405
497,Q8NRG0,DPR,2-dehydropantoate 2-reductase,75.506858554791,NaN,NaN,146.468072945185,1.93979826135796,0.662583978677262
985,Q8NNM1,DMATT_EXP_2,dimethylallyltranstransferase,1.92622731056478,NaN,NaN,2.32828113271933,1.20872605218989,0.189566955543517
1366,Q8NLW9,SULRi,sulfite reductase (NADPH2),846985.514521055,NaN,NaN,845095.683058081,0.997768755863502,-0.00223373707061652
1367,Q8NLW8,SULRi,sulfite reductase (NADPH2),846985.514521055,NaN,NaN,844612.124617085,0.997197838849332,-0.00280609455396397
