rxn_IDs	rxnNames	slope	grRules	rxn_formula
r_1172	glycerol transport via channel	1	YFL054C or YLL043W	glycerol[c] + 0.15537 prot_pool[c] => glycerol[e]
r_1277	water diffusion	0.506922277938501	YLL052C or YPR192W	H2O[e] <=> H2O[c]
r_1115	ammonia transport	0.0756504301276434	YDR384C or YGR121C or YNL142W or YPR138C	ammonium[e] + 0.025968 prot_pool[c] => ammonium[c]
r_2132	oxoglutarate/malate exchange	0.0322104126247615	YOR222W or YPL134C	(S)-malate[c] + 2-oxoglutarate[m] + 0.4253 prot_pool[c] => (S)-malate[m] + 2-oxoglutarate[c]
r_1194	L-glutamate transport	0.0140660836171049	YPR021C	L-glutamate[c] + 0.49764 prot_pool[c] => L-glutamate[m]
r_1811	glycine transport	0.00451914588704763	YPR058W	L-glycine[c] + 1.0852 prot_pool[c] => L-glycine[m]
r_4698	ethyl propionate transport	0.00396629842989078	YNL065W or YKL217W	ethyl propionate[c] + 5.2133 prot_pool[c] => ethyl propionate[e]
r_1642_REV	adenosine 3',5'-bisphosphate transport (reversible)	0.00396271027926728	YPR011C	adenosine 3',5'-bismonophosphate[m] + 1.9265 prot_pool[c] => adenosine 3',5'-bismonophosphate[c]
r_1099	2-oxoadipate and 2-oxoglutarate transport	0.00388657659374684	YOR222W or YPL134C	2-oxoadipic acid[m] + 2-oxoglutarate[c] + 0.38505 prot_pool[c] => 2-oxoadipic acid[c] + 2-oxoglutarate[m]
