rxn_IDs	rxnNames	slope	grRules	rxn_formula
r_0096	acetohydroxy acid isomeroreductase	0.0109008597168319	YLR355C	2-acetyllactic acid[m] + H+[m] + NADPH[m] + 0.67347 prot_P06168[c] => (R)-2,3-dihydroxy-3-methylbutanoate[m] + NADP(+)[m]
r_0097_EXP_2	acetolactate synthase	0.0109008597168319	YMR108W	H+[m] + 2 pyruvate[m] + 0.062796 prot_P07342[c] => 2-acetyllactic acid[m] + carbon dioxide[m]
r_0352	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)	0.0109008597168319	YJR016C	(R)-2,3-dihydroxy-3-methylbutanoate[m] + 0.42359 prot_P39522[c] => 3-methyl-2-oxobutanoate[m] + H2O[m]
r_1088_REV	valine transaminase, mitochondiral (reversible)	0.0108976466036679	YHR208W	3-methyl-2-oxobutanoate[m] + L-glutamate[m] + 0.0057725 prot_P38891[c] => 2-oxoglutarate[m] + L-valine[m]
r_4570_REV_EXP_1	phosphoglycerate dehydrogenase (reversible)	0.00957650340849486	YIL074C	2-oxoglutarate[c] + H+[c] + NADH[c] + 0.002302 prot_P40510[c] => NAD[c] + 2-hydroxyglutarate[c]
r_0157	alanyl-tRNA synthetase	0.00891237069379375	YOR335C	ATP[c] + L-alanine[c] + tRNA(Ala)[c] + 0.091574 prot_P40825[c] => Ala-tRNA(Ala)[c] + AMP[c] + diphosphate[c]
r_0502	glycine hydroxymethyltransferase	0.00864670963528701	YLR058C	L-serine[c] + THF[c] + 0.017869 prot_P37291[c] => 5,10-methylenetetrahydrofolate[c] + H2O[c] + L-glycine[c]
r_0663_REV	isoleucine transaminase (reversible)	0.00605027684857607	YJR148W	(S)-3-methyl-2-oxopentanoate[c] + L-glutamate[c] + 0.0016656 prot_P47176[c] => 2-oxoglutarate[c] + L-isoleucine[c]
r_0510_EXP_2	glycogen (starch) synthase	0.00603541010619642	YFR015C and YKR058W	UDP-D-glucose[c] + 0.0085814 prot_P23337[c] + 0.0074317 prot_P36143[c] => glycogen[c] + H+[c] + UDP[c]
r_0479	glutamyl-tRNA synthetase	0.00586258425838566	YGL245W	ATP[c] + L-glutamate[c] + tRNA(Glu)[c] + 4.2164 prot_P46655[c] => AMP[c] + diphosphate[c] + Glu-tRNA(Glu)[c]
r_0220	Aspartyl-tRNA synthetase	0.00577905509604054	YLL018C	ATP[c] + L-aspartate[c] + tRNA(Asp)[c] + 1.2987 prot_P04802[c] => AMP[c] + Asp-tRNA(Asp)[c] + diphosphate[c]
r_0023_REV	2-isopropylmalate hydratase (reversible)	0.00575768709000965	YGL009C	2-isopropylmalate[c] + 9.656 prot_P07264[c] => 2-isopropylmaleic acid[c] + H2O[c]
r_0024_EXP_1	2-isopropylmalate synthase	0.00575768709000965	YNL104C	3-methyl-2-oxobutanoate[c] + acetyl-CoA[c] + H2O[c] + 0.95731 prot_P06208[c] => 2-isopropylmalate[c] + coenzyme A[c] + H+[c]
r_0060_REV	3-isopropylmalate dehydratase (reversible)	0.00575768709000965	YGL009C	2-isopropylmaleic acid[c] + H2O[c] + 4.4058 prot_P07264[c] => (2R,3S)-3-isopropylmalate[c]
r_0061	3-isopropylmalate dehydrogenase	0.00575768709000965	YCL018W	(2R,3S)-3-isopropylmalate[c] + NAD[c] + 0.13104 prot_P04173[c] => (2S)-2-isopropyl-3-oxosuccinate[c] + H+[c] + NADH[c]
r_0699_REV	leucine transaminase (reversible)	0.00575768709000965	YJR148W	4-methyl-2-oxopentanoate[c] + L-glutamate[c] + 0.25907 prot_P47176[c] => 2-oxoglutarate[c] + L-leucine[c]
