rxn_IDs	rxnNames	slope	grRules	rxn_formula
r_0770_EXP_1	NADH dehydrogenase, cytosolic/mitochondrial	11.2087258028447	YDL085W	H+[c] + NADH[c] + ubiquinone-6[m] + 0.034255 prot_Q07500[c] => NAD[c] + ubiquinol-6[m]
r_0148_EXP_2	adenylate kinase	6.43112305818767	YDR226W	AMP[c] + ATP[c] + 0.0010134 prot_P07170[c] => 2 ADP[c]
r_0165_EXP_2	mitochondrial alcohol dehydrogenase	5.30754041968661	YMR083W	acetaldehyde[m] + H+[m] + NADH[m] + 0.0037386 prot_P07246[c] => ethanol[m] + NAD[m]
r_0471_EXP_2	glutamate dehydrogenase (NADP)	4.72953784359892	YOR375C	2-oxoglutarate[c] + ammonium[c] + H+[c] + NADPH[c] + 0.00077305 prot_P07262[c] => H2O[c] + L-glutamate[c] + NADP(+)[c]
r_1667	bicarbonate formation	4.15307982711683	YNL036W	carbon dioxide[c] + H2O[c] + 1.0824e-05 prot_P53615[c] => bicarbonate[c] + H+[c]
r_0889_EXP_2	phosphogluconate dehydrogenase	3.24372946321511	YHR183W	6-phospho-D-gluconate[c] + NADP(+)[c] + 0.4086 prot_P38720[c] => carbon dioxide[c] + D-ribulose 5-phosphate[c] + NADPH[c]
r_0466	glucose 6-phosphate dehydrogenase	3.24372946321511	YNL241C	D-glucose 6-phosphate[c] + NADP(+)[c] + 0.02525 prot_P11412[c] => 6-O-phosphono-D-glucono-1,5-lactone[c] + H+[c] + NADPH[c]
r_0091_EXP_2	6-phosphogluconolactonase	3.24372946321511	YHR163W	6-O-phosphono-D-glucono-1,5-lactone[c] + H2O[c] + 0.77178 prot_P38858[c] => 6-phospho-D-gluconate[c] + H+[c]
r_0958_EXP_2	pyruvate carboxylase	2.89419554887372	YGL062W	ATP[c] + bicarbonate[c] + pyruvate[c] + 0.60231 prot_P11154[c] => ADP[c] + H+[c] + oxaloacetate[c] + phosphate[c]
r_0961	pyruvate dehydrogenase	2.23657276376165	YBR221C and YER178W and YFL018C and YGR193C and YNL071W	coenzyme A[m] + NAD[m] + pyruvate[m] + 0.052426 prot_P32473[c] + 0.060658 prot_P16387[c] + 0.035347 prot_P09624[c] + 0.029687 prot_P16451[c] + 0.16956 prot_P12695[c] => acetyl-CoA[m] + carbon dioxide[m] + NADH[m]
r_0984	ribulose 5-phosphate 3-epimerase	2.2185101889153	YJL121C	D-ribulose 5-phosphate[c] + 0.063551 prot_P46969[c] => D-xylulose 5-phosphate[c]
r_0714_REV	malate dehydrogenase, cytoplasmic (reversible)	1.8323852641955	YOL126C	H+[c] + NADH[c] + oxaloacetate[c] + 1.1913e-05 prot_P22133[c] => (S)-malate[c] + NAD[c]
r_0112_EXP_2	acetyl-CoA synthetase	1.51634062009146	YLR153C	acetate[c] + ATP[c] + coenzyme A[c] + 0.33606 prot_P52910[c] => acetyl-CoA[c] + AMP[c] + diphosphate[c]
r_0811	nucleoside-diphosphate kinase (ATP:UDP)	1.5129637233767	YKL067W	ATP[c] + UDP[c] + 0.0015988 prot_P36010[c] => ADP[c] + UTP[c]
r_0173	aldehyde dehydrogenase (acetaldehyde, NADP)	1.46003388062939	YPL061W	acetaldehyde[c] + H2O[c] + NADP(+)[c] + 0.68705 prot_P54115[c] => acetate[c] + 2 H+[c] + NADPH[c]
r_0300_EXP_1	citrate synthase	1.38992279549151	YNR001C	acetyl-CoA[m] + H2O[m] + oxaloacetate[m] + 0.1049 prot_P00890[c] => citrate[m] + coenzyme A[m] + H+[m]
r_4262	citrate hydroxymutase	1.38992279549151	YJL200C	citrate[m] + 0.27774 prot_P39533[c] => isocitrate[m]
r_0713	malate dehydrogenase	1.3899227954915	YKL085W	(S)-malate[m] + NAD[m] + 0.05201 prot_P17505[c] => H+[m] + NADH[m] + oxaloacetate[m]
r_0658	isocitrate dehydrogenase (NAD+)	1.30292685347762	YNL037C and YOR136W	isocitrate[m] + NAD[m] + 0.063034 prot_P28834[c] + 0.063699 prot_P28241[c] => 2-oxoglutarate[m] + carbon dioxide[m] + NADH[m]
r_0888_EXP_1	phosphoglucomutase	1.26205002490592	YMR105C	D-glucose 6-phosphate[c] + 0.08151 prot_P37012[c] => D-glucose 1-phosphate[c]
r_1084_EXP_1	UTP-glucose-1-phosphate uridylyltransferase	1.26205002490592	YHL012W	D-glucose 1-phosphate[c] + H+[c] + UTP[c] + 0.42411 prot_P38709[c] => diphosphate[c] + UDP-D-glucose[c]
r_0982	ribose-5-phosphate isomerase	1.02351327109823	YOR095C	D-ribulose 5-phosphate[c] + 0.81765 prot_Q12189[c] => ribose-5-phosphate[c]
r_0109	acetyl-CoA carboxylase, reaction	1.00992678444612	YDL141W and YNR016C	acetyl-CoA[c] + ATP[c] + bicarbonate[c] + 1.0491 prot_P48445[c] + 3.4393 prot_Q00955[c] => ADP[c] + H+[c] + malonyl-CoA[c] + phosphate[c]
r_0169_EXP_2	aldehyde dehydrogenase (2-phenylethanol, NAD)	1	YDL168W	H+[c] + NADH[c] + phenylacetaldehyde[c] + 0.0024607 prot_P32771[c] => 2-phenylethanol[c] + NAD[c]
r_0854	phenylpyruvate decarboxylase	1	YDR380W	H+[c] + keto-phenylpyruvate[c] + 1.1535 prot_Q06408[c] => carbon dioxide[c] + phenylacetaldehyde[c]
r_0938	prephenate dehydratase	0.868801799425143	YNL316C	H+[c] + prephenate[c] + 9.4989e-05 prot_P32452[c] => carbon dioxide[c] + H2O[c] + keto-phenylpyruvate[c]
r_0851_REV	phenylalanine transaminase (reversible)	0.864084331243318	YGL202W	keto-phenylpyruvate[c] + L-glutamate[c] + 0.014144 prot_P53090[c] => 2-oxoglutarate[c] + L-phenylalanine[c]
r_0719	malic enzyme (NADP)	0.80911560264228	YKL029C	(S)-malate[m] + NADP(+)[m] + 0.15418 prot_P36013[c] => carbon dioxide[m] + NADPH[m] + pyruvate[m]
r_0476	glutamine synthetase	0.79086233846078	YPR035W	ammonium[c] + ATP[c] + L-glutamate[c] + 0.31122 prot_P32288[c] => ADP[c] + H+[c] + L-glutamine[c] + phosphate[c]
r_0278	chorismate mutase	0.768859932031703	YPR060C	chorismate[c] + 0.035093 prot_P32178[c] => prephenate[c]
r_0996	shikimate dehydrogenase	0.735801179867371	YDR127W	3-dehydroshikimate[c] + H+[c] + NADPH[c] + 0.0020707 prot_P08566[c] => NADP(+)[c] + shikimate[c]
r_0997	shikimate kinase	0.735801179867371	YDR127W	ATP[c] + shikimate[c] + 0.0324 prot_P08566[c] => 3-phosphoshikimic acid[c] + ADP[c] + H+[c]
r_0065	3-phosphoshikimate 1-carboxyvinyltransferase	0.735801179867371	YDR127W	3-phosphoshikimic acid[c] + phosphoenolpyruvate[c] + 349.3162 prot_P08566[c] => 5-O-(1-carboxyvinyl)-3-phosphoshikimic acid[c] + phosphate[c]
r_0039	3-dehydroquinate dehydratase	0.73580117986737	YDR127W	3-dehydroquinate[c] + 0.74376 prot_P08566[c] => 3-dehydroshikimate[c] + H2O[c]
r_0040	3-dehydroquinate synthase	0.73580117986737	YDR127W	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[c] + 0.063868 prot_P08566[c] => 3-dehydroquinate[c] + phosphate[c]
r_0042_EXP_2	3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	0.73580117986737	YDR035W	D-erythrose 4-phosphate[c] + H2O[c] + phosphoenolpyruvate[c] + 0.0081818 prot_P14843[c] => 7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[c] + phosphate[c]
r_0279	chorismate synthase	0.73580117986737	YGL148W	5-O-(1-carboxyvinyl)-3-phosphoshikimic acid[c] + 3.0451 prot_P28777[c] => chorismate[c] + phosphate[c]
r_2117	phenylalanine transaminase	0.73288613066846	YHR137W	L-phenylalanine[c] + pyruvate[c] + 0.0255 prot_P38840[c] => keto-phenylpyruvate[c] + L-alanine[c]
r_0800	nucleoside diphosphate kinase	0.711117965369387	YKL067W	ATP[c] + GDP[c] + 0.00025207 prot_P36010[c] => ADP[c] + GTP[c]
r_0005_EXP_3	1,3-beta-glucan synthase	0.630487621428932	YPR165W and YMR306W	UDP-D-glucose[c] + 2.321 prot_Q04952[c] + 0.25899 prot_P06780[c] => (1->3)-beta-D-glucan[ce] + H+[c] + UDP[c]
r_0361	dolichyl-phosphate D-mannosyltransferase	0.598841261125047	YPR183W	dolichyl phosphate[c] + GDP-alpha-D-mannose[c] + 0.018101 prot_P14020[c] => dolichyl D-mannosyl phosphate[er] + GDP[c] + H+[c]
r_0362_EXP_2	dolichyl-phosphate-mannose--protein mannosyltransferase	0.598841261125047	YDL093W	dolichyl D-mannosyl phosphate[er] + 0.33214 prot_P52867[c] => dolichyl phosphate[er] + mannan[er]
r_0722	mannose-1-phosphate guanylyltransferase	0.598841261125047	YDL055C	D-mannose 1-phosphate[c] + GTP[c] + H+[c] + 0.53037 prot_P41940[c] => diphosphate[c] + GDP-alpha-D-mannose[c]
r_0723_REV	mannose-6-phosphate isomerase (reversible)	0.598841261125047	YER003C	D-fructose 6-phosphate[c] + 1.5455 prot_P29952[c] => D-mannose 6-phosphate[c]
r_0902_REV	phosphomannomutase (reversible)	0.598841261125047	YFL045C	D-mannose 6-phosphate[c] + 1.3345 prot_P07283[c] => D-mannose 1-phosphate[c]
r_0891_EXP_1	phosphoglycerate dehydrogenase	0.563846519052301	YER081W	3-phosphonato-D-glycerate(3-)[c] + NAD[c] + 0.026364 prot_P40054[c] => 3-phospho-hydroxypyruvate[c] + H+[c] + NADH[c]
r_0918	phosphoserine transaminase	0.563846519052301	YOR184W	3-phospho-hydroxypyruvate[c] + L-glutamate[c] + 5.0608 prot_P33330[c] => 2-oxoglutarate[c] + 3-phospho-serine[c]
r_0917	phosphoserine phosphatase (L-serine)	0.5638465190523	YGR208W	3-phospho-serine[c] + H2O[c] + 0.0032594 prot_P42941[c] => L-serine[c] + phosphate[c]
r_0096	acetohydroxy acid isomeroreductase	0.549842370178946	YLR355C	2-acetyllactic acid[m] + H+[m] + NADPH[m] + 0.67347 prot_P06168[c] => (R)-2,3-dihydroxy-3-methylbutanoate[m] + NADP(+)[m]
r_0097_EXP_2	acetolactate synthase	0.549842370178946	YMR108W	H+[m] + 2 pyruvate[m] + 0.062796 prot_P07342[c] => 2-acetyllactic acid[m] + carbon dioxide[m]
r_0352	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)	0.549842370178946	YJR016C	(R)-2,3-dihydroxy-3-methylbutanoate[m] + 0.42359 prot_P39522[c] => 3-methyl-2-oxobutanoate[m] + H2O[m]
r_1088_REV	valine transaminase, mitochondiral (reversible)	0.549680299864896	YHR208W	3-methyl-2-oxobutanoate[m] + L-glutamate[m] + 0.0057725 prot_P38891[c] => 2-oxoglutarate[m] + L-valine[m]
r_0157	alanyl-tRNA synthetase	0.449542435503713	YOR335C	ATP[c] + L-alanine[c] + tRNA(Ala)[c] + 0.091574 prot_P40825[c] => Ala-tRNA(Ala)[c] + AMP[c] + diphosphate[c]
r_0502	glycine hydroxymethyltransferase	0.411888848313521	YLR058C	L-serine[c] + THF[c] + 0.017869 prot_P37291[c] => 5,10-methylenetetrahydrofolate[c] + H2O[c] + L-glycine[c]
r_4570_REV_EXP_1	phosphoglycerate dehydrogenase (reversible)	0.391618134336639	YIL074C	2-oxoglutarate[c] + H+[c] + NADH[c] + 0.002302 prot_P40510[c] => NAD[c] + 2-hydroxyglutarate[c]
r_0510_EXP_2	glycogen (starch) synthase	0.304427750103866	YFR015C and YKR058W	UDP-D-glucose[c] + 0.0085814 prot_P23337[c] + 0.0074317 prot_P36143[c] => glycogen[c] + H+[c] + UDP[c]
r_0479	glutamyl-tRNA synthetase	0.295710366681188	YGL245W	ATP[c] + L-glutamate[c] + tRNA(Glu)[c] + 4.2164 prot_P46655[c] => AMP[c] + diphosphate[c] + Glu-tRNA(Glu)[c]
r_0220	Aspartyl-tRNA synthetase	0.291497132698185	YLL018C	ATP[c] + L-aspartate[c] + tRNA(Asp)[c] + 1.2987 prot_P04802[c] => AMP[c] + Asp-tRNA(Asp)[c] + diphosphate[c]
r_0024_EXP_1	2-isopropylmalate synthase	0.290419324581466	YNL104C	3-methyl-2-oxobutanoate[c] + acetyl-CoA[c] + H2O[c] + 0.95731 prot_P06208[c] => 2-isopropylmalate[c] + coenzyme A[c] + H+[c]
r_0023_REV	2-isopropylmalate hydratase (reversible)	0.290419324581465	YGL009C	2-isopropylmalate[c] + 9.656 prot_P07264[c] => 2-isopropylmaleic acid[c] + H2O[c]
r_0060_REV	3-isopropylmalate dehydratase (reversible)	0.290419324581465	YGL009C	2-isopropylmaleic acid[c] + H2O[c] + 4.4058 prot_P07264[c] => (2R,3S)-3-isopropylmalate[c]
r_0061	3-isopropylmalate dehydrogenase	0.290419324581465	YCL018W	(2R,3S)-3-isopropylmalate[c] + NAD[c] + 0.13104 prot_P04173[c] => (2S)-2-isopropyl-3-oxosuccinate[c] + H+[c] + NADH[c]
r_1087	valine transaminase	0.290419324581465	YJR148W	2-oxoglutarate[c] + L-valine[c] + 0.0054601 prot_P47176[c] => 3-methyl-2-oxobutanoate[c] + L-glutamate[c]
r_0699_REV	leucine transaminase (reversible)	0.290419324581465	YJR148W	4-methyl-2-oxopentanoate[c] + L-glutamate[c] + 0.25907 prot_P47176[c] => 2-oxoglutarate[c] + L-leucine[c]
r_0701	leucyl-tRNA synthetase	0.290419324581465	YPL160W	ATP[c] + L-leucine[c] + tRNA(Leu)[c] + 0.29043 prot_P26637[c] => AMP[c] + diphosphate[c] + Leu-tRNA(Leu)[c]
r_0512_EXP_2	glycyl-tRNA synthetase	0.284540379181448	YPR081C	ATP[c] + L-glycine[c] + tRNA(Gly)[c] + 1.2407 prot_Q06817[c] => AMP[c] + diphosphate[c] + Gly-tRNA(Gly)[c]
r_0916_EXP_1	phosphoribosylpyrophosphate synthetase	0.281996696260216	YKL181W and YER099C	ATP[c] + ribose-5-phosphate[c] + 2.2264 prot_P38620[c] + 3.013 prot_P32895[c] => AMP[c] + H+[c] + PRPP[c]
r_0542_EXP_1	homoacontinate hydratase	0.280425114481339	YJL200C	but-1-ene-1,2,4-tricarboxylic acid[m] + H2O[m] + 4.018 prot_P39533[c] => homoisocitrate[m]
r_1838_EXP_1	homocitrate synthase	0.280425114481339	YDL131W	2-oxoglutarate[m] + acetyl-CoA[m] + H2O[m] + 12.6868 prot_Q12122[c] => coenzyme A[m] + H+[m] + homocitrate[m]
r_0018_EXP_1	2-aminoadipate transaminase	0.280425114481339	YER152C	2-oxoadipic acid[c] + L-glutamate[c] + 0.00051332 prot_P10356[c] => 2-oxoglutarate[c] + L-2-aminoadipate[c]
r_0027	2-methylcitrate dehydratase	0.280425114481339	YDR234W	homocitrate[m] + 14.7876 prot_P49367[c] => but-1-ene-1,2,4-tricarboxylic acid[m] + H2O[m]
r_0545	homoisocitrate dehydrogenase	0.280425114481339	YIL094C	homoisocitrate[m] + NAD[m] + 2.0568 prot_P40495[c] => 2-oxoadipic acid[m] + carbon dioxide[m] + NADH[m]
r_0678	L-aminoadipate-semialdehyde dehydrogenase (NADPH)	0.280425114481339	YBR115C and YGL154C	ATP[c] + H+[c] + L-2-aminoadipate[c] + NADPH[c] + 2.4036 prot_P07702[c] + 0.47474 prot_P50113[c] => AMP[c] + diphosphate[c] + L-allysine[c] + NADP(+)[c]
r_0711	lysyl-tRNA synthetase	0.280425114481339	YDR037W	ATP[c] + L-lysine[c] + tRNA(Lys)[c] + 0.44545 prot_P15180[c] => AMP[c] + diphosphate[c] + Lys-tRNA(Lys)[c]
