EnvIndex	Exchange	Condition	TargetMu	InitMu	FinalMu	AbsErr	InitUptake	FinalUptake	UptakeAbsErr	FeasibleInit	FeasibleFinal	NumKcatChangesThisEnv
1	EX_glc_e	aerobic	0.64	0.24434989276574	1.58555143847941	0.945551438479407	6.69365464271277	27.468260270418	20.7746056277052	1	1	12
2	EX_fru_e	aerobic	0.48	0.251139414454848	1.68636682613988	1.20636682613988	11.4872391334308	29.2001615355306	17.7129224020998	1	1	0
3	EX_sucr_e	aerobic	0.61	0.25259759967835	1.45384374987976	0.843843749879755	3.85533138824849	9.37605325063441	5.52072186238593	1	1	1
4	EX_ac_e	aerobic	0.47	0.00571202603806885	0.470489873318991	0.000489873318991474	3.78789387020561	312.134553436329	308.346659566124	1	1	29
5	EX_lac_D_e	aerobic	0.38	0.0213242056313371	1.43955549215465	1.05955549215465	3.02359729229011	198.812647102201	195.789049809911	1	1	0
6	EX_glyc_e	aerobic	0.251	0.0216145678531344	1.70177595938763	1.45077595938763	1.95081521560394	126.383219931783	124.432404716179	1	1	0
